temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth,generated_power_kw,location,latitude,longitude
7.08,71,1017.3,0.0,0.0,0.0,0,0,0,268.78,30.92,207.76,39.03,209.88,32.04,207.43,42.48,22.061843,63.323701,165.0127,690.96898,"Barhi, Madhya Pradesh",23.7867,81.0212
8.51,64,1015.3,0.0,0.0,13.0,22,13,0,386.26,30.57,212.01,36.75,214.62,31.06,212.22,42.84,17.288684,61.898913,180.65482,291.16097,"Cuozheqiangma, Hebei",33.2673,86.615
8.96,55,1015.2,0.0,0.0,100.0,100,100,0,389.82,28.4,210.47,33.35,212.66,29.02,209.74,42.12,22.816323,63.56121,196.25188,177.40503,"Qimantage, Heilongjiang Sheng",35.5437,90.3788
9.17,53,1013.9,0.0,0.0,100.0,100,100,0,395.16,29.27,211.93,34.25,213.86,29.7,210.61,43.92,34.161975,68.07974,210.74617,156.05012,"Dhemaji, Assam",27.4948,94.682
7.0,69,1013.6,0.0,0.0,100.0,100,100,0,186.9,29.39,210.96,37.75,212.93,30.81,210.16,45.0,47.29302,74.918788,223.6008,123.7152,"Paradip Garh, Odisha",18.4421,88.5823
7.01,74,1013.3,0.0,0.0,100.0,100,100,0,107.69,28.66,206.89,36.89,208.57,29.95,205.64,45.36,60.736301,83.273945,234.67098,17.422826,"Porbandar, Gujarat",20.1968,68.3003
-2.16,94,1016.2,0.0,0.0,56.0,0,0,56,0.0,31.26,302.77,41.56,301.9,35.57,301.76,35.28,60.008276,82.715518,125.80142,162.85673,"Bhopal, Madhya Pradesh",23.2587,77.4156
-3.41,97,1016.9,0.0,0.0,3.0,0,0,3,3.56,23.34,296.57,33.65,296.02,28.02,295.91,28.44,46.218879,74.207441,137.24737,1416.8051,"Bamboo Flat, Andaman and Nicobar Islands",12.9931,87.0801
-0.57,75,1017.2,0.0,0.0,0.0,0,0,0,118.37,24.93,287.65,26.76,287.22,25.73,287.93,27.0,33.129206,67.498954,150.24586,1549.9781,"Padam, Kashmir",33.7216,77.0699
1.54,62,1016.2,0.0,0.0,0.0,0,0,0,271.45,22.91,278.13,23.68,278.75,23.27,278.0,25.2,21.879876,63.12744,165.03328,1717.2196,"Teknaf, Chittagong",19.703,91.0542
2.77,57,1015.7,0.0,0.0,12.0,0,12,0,392.49,25.96,273.18,27.04,273.05,26.3,272.35,32.4,17.105247,61.711725,180.56453,1463.1401,"Bhind, Madhya Pradesh",26.6078,78.8269
1.86,69,1016.5,0.0,0.0,10.0,0,0,10,299.93,42.33,303.55,43.33,303.82,41.04,303.55,45.36,22.626764,63.360918,196.2109,774.13052,"Ishqoshim, Gorno-Badakhshan",36.7595,71.7007
2.72,63,1016.0,0.0,0.0,10.0,0,0,10,469.92,43.53,304.22,44.83,304.2,42.53,303.96,46.08,34.00882,67.875998,210.75038,202.27496,"Salyan, Mid Western",28.6685,82.3793
2.62,68,1016.3,0.0,0.0,2.0,0,0,2,379.14,42.24,302.47,43.66,301.86,40.95,302.43,45.0,47.168844,74.718691,223.64017,332.33587,"Layka, Xinjiang Uygur Zizhiqu",36.4883,79.2069
2.5,73,1017.1,0.0,0.0,100.0,0,46,100,386.26,41.14,302.86,42.55,302.21,39.84,302.83,43.92,60.750413,83.160134,234.8219,177.91597,"Bundi, Rajasthan",25.4464,75.492
-5.35,82,1028.9,0.0,0.0,0.0,0,0,0,0.0,15.94,276.48,26.49,301.1,17.02,276.07,18.72,59.962798,82.557387,125.6905,553.33489,"Maindong, Tibet Autonomous Region",32.4715,86.4171
-4.92,84,1028.8,0.0,0.0,0.0,0,0,0,3.56,14.83,275.57,25.68,301.24,17.16,279.66,19.08,46.24653,74.090688,137.06821,1457.4705,"Panmana, Kerala",8.9257,76.1129
-1.68,75,1028.2,0.0,0.0,0.0,0,0,0,119.26,14.0,287.97,19.8,297.03,15.38,286.31,17.64,33.114848,67.354523,150.08337,2219.2605,"Sittwe, Rakhine",18.4281,90.3043
1.3,61,1026.6,0.0,0.0,0.3,1,0,0,272.34,18.2,294.54,18.51,296.57,19.01,294.62,21.24,21.884109,62.98702,164.74744,2595.2027,"Saitlaw, Mizoram",23.9501,92.6112
2.34,59,1025.8,0.0,0.0,0.3,1,0,0,398.72,20.77,297.9,20.95,298.77,20.14,298.86,22.32,16.915904,61.518011,180.47672,2724.477,"Kavaratti, Laccadives",10.5231,69.1658
4.5,31,1024.7,0.0,0.0,0.0,0,0,0,478.82,7.79,303.69,7.9,300.07,7.1,300.47,11.88,22.434327,63.15475,196.17407,2668.6514,"Yanam, Andhra Pradesh",12.8328,85.3321
5.21,27,1023.4,0.0,0.0,0.0,0,0,0,504.63,7.63,289.29,7.42,284.04,6.29,283.24,12.6,33.855504,67.667245,210.75993,2415.1739,"Trichur, Kerala",10.5252,76.2943
5.6,26,1022.8,0.0,0.0,61.0,8,61,0,477.93,8.05,280.3,7.57,272.73,6.85,273.01,13.32,47.045819,74.514472,223.68551,1160.2291,"Bhatgaon, Chhattisgarh",21.1391,81.7545
5.58,27,1022.2,0.0,0.0,100.0,0,100,0,394.27,9.01,267.71,9.11,260.91,8.4,260.13,14.4,60.652214,82.966378,234.89287,127.90982,"Dhupgari, West Bengal",26.4512,89.0615
-0.93,89,1014.9,0.2,0.0,100.0,0,100,100,0.0,46.8,180.44,53.02,183.5,46.8,180.0,41.04,59.77182,82.296286,125.68362,7.6198024,"Port Blair, Andaman and Nicobar Islands",10.0135,94.9521
-0.64,88,1014.1,0.2,0.0,100.0,0,100,100,2.67,46.44,180.0,52.6,182.35,45.72,180.0,51.12,46.270887,73.967285,136.88722,164.66754,"Mathba, Barisal",21.514,90.252
0.34,84,1014.5,0.2,0.0,100.0,0,44,100,68.53,48.24,180.0,51.84,180.8,47.16,179.56,37.44,33.127877,67.218269,149.88763,315.74279,"Bogale, Ayeyarwady",14.5313,95.2993
1.02,80,1013.8,0.1,0.0,100.0,0,0,100,187.79,48.24,180.0,50.77,180.81,47.16,180.0,42.12,21.787798,62.808486,164.61589,316.44196,"Bhimunipatnam, Andhra Pradesh",17.7048,83.9514
1.62,77,1012.5,0.1,0.0,100.0,0,0,100,295.48,46.81,181.32,48.99,182.11,46.45,181.33,41.04,16.729554,61.320051,180.38464,870.24529,"Bomdila, Arunachal Pradesh",27.1331,92.6401
1.22,77,1012.7,0.0,0.0,100.0,0,0,100,205.59,45.01,172.65,47.47,173.47,45.01,172.65,40.32,22.239193,62.942805,196.14147,902.17283,"Bogale, Ayeyarwady",14.6103,94.8447
1.82,76,1012.5,0.0,0.0,60.0,0,0,60,382.7,42.34,174.14,44.46,174.89,42.34,174.14,39.24,33.702217,67.453595,210.77488,357.74893,"Srikakulam, Andhra Pradesh",17.7624,84.2995
2.5,76,1012.0,0.0,0.0,100.0,0,0,100,373.8,40.06,175.88,41.84,176.55,40.06,175.88,38.88,46.924101,74.30625,223.73688,125.95566,"Jalgaon, Maharashtra",17.7326,73.2041
1.83,81,1010.4,0.0,0.0,100.0,0,0,100,201.14,37.65,173.96,40.16,174.34,38.05,173.48,35.28,60.555932,82.76925,234.97013,25.226724,"Bamboo Flat, Andaman and Nicobar Islands",11.8313,92.0708
-3.59,94,1015.8,0.0,0.0,94.0,0,0,94,4.45,45.67,20.29,55.5,22.91,46.01,20.14,56.88,44.277769,72.675565,138.49077,0.060569106,"Kargil, Kashmir",34.1262,76.0669
-3.08,94,1017.7,0.0,0.07,100.0,0,0,100,121.04,42.18,15.34,47.93,17.48,41.84,15.47,55.8,33.074579,67.045387,149.75625,19.060523,"Kultali, West Bengal",20.1207,89.2496
-2.18,92,1017.0,0.0,0.07,88.0,0,0,88,225.17,46.33,18.58,49.64,19.49,45.65,18.86,57.24,21.686838,62.62334,164.48521,155.21215,"Kilinochchi, Northern Province",10.2265,81.9378
-1.2,79,1016.2,0.0,0.0,10.0,0,0,10,308.83,48.55,23.14,52.53,24.28,48.36,23.7,58.32,16.52021,61.111442,180.3088,1137.9982,"Srivardhan, Maharashtra",17.0934,70.549
0.05,68,1016.3,0.0,0.0,10.0,0,0,10,472.59,40.38,21.99,42.92,22.69,39.85,22.86,51.84,22.041724,62.72528,196.11313,2176.6919,"Shahpura, Madhya Pradesh",23.1349,79.5126
0.81,64,1015.9,0.0,0.0,10.0,0,0,10,496.62,39.39,18.1,41.9,19.06,38.71,18.43,49.32,33.549205,67.235237,210.79523,2204.0698,"Nagireddipalli, Andhra Pradesh",14.4941,79.232
1.29,62,1016.0,0.0,0.0,10.0,0,0,10,467.25,36.36,11.42,39.05,12.24,36.08,12.09,44.28,46.803868,74.094203,223.79425,1544.6314,"Sajia, Tibet Autonomous Region",29.036,88.0718
1.51,64,1015.3,0.0,0.0,10.0,0,0,10,374.69,33.99,5.47,36.97,6.71,34.11,7.28,42.84,60.461693,82.568901,235.05367,226.21317,"Karimganj, Assam",24.7446,92.403
-1.95,91,1013.5,0.0,0.0,100.0,0,0,100,0.0,8.59,236.98,12.96,271.59,8.67,228.37,12.96,60.213583,82.312955,125.03395,480.20512,"Baikunthpur, Chhattisgarh",23.4664,82.8313
-1.24,79,1012.5,0.0,0.0,100.0,0,0,100,2.67,12.5,258.37,18.36,268.88,12.57,256.76,15.48,46.309746,73.700679,136.52016,568.66697,"Baniachang, Sylhet",24.7638,91.1468
-2.19,86,1013.8,0.0,0.07,100.0,0,0,100,48.06,14.69,281.31,13.08,277.91,11.9,273.47,14.76,33.048672,66.880642,149.5917,639.75016,"Bamboo Flat, Andaman and Nicobar Islands",10.7086,87.63
-1.85,86,1013.6,0.1,0.28,100.0,0,0,100,105.02,13.83,308.66,13.28,310.6,12.5,311.5,14.04,21.580768,62.43138,164.35537,705.53718,"Kavaratti, Laccadives",10.1628,73.0753
-0.86,87,1012.3,0.1,0.42,100.0,0,0,100,168.21,17.48,327.62,18.4,329.42,17.91,329.83,18.0,16.313284,60.898566,180.22888,709.37222,"Puri, Odisha",19.593,85.9179
0.86,81,1010.6,0.2,0.07,100.0,0,17,100,217.16,11.02,321.63,11.38,325.3,10.88,325.78,16.56,21.841608,62.502006,196.08925,595.21168,"Bamboo Flat, Andaman and Nicobar Islands",13.1241,91.7427
1.82,76,1010.2,0.1,0.0,100.0,0,10,100,416.52,13.76,317.12,12.48,316.17,12.23,317.39,15.84,33.396534,67.012071,210.82121,288.75358,"Bhanjanagar, Odisha",20.103,84.7374
2.28,78,1009.6,0.0,0.0,100.0,0,0,100,311.5,17.38,320.04,17.85,318.27,17.34,318.37,18.72,46.68524,73.878297,223.85783,120.28781,"Solapur, Maharashtra",17.4922,75.8947
2.12,81,1010.5,0.0,0.0,100.0,0,47,100,338.2,21.18,328.2,20.87,327.68,20.07,327.45,23.4,60.174983,82.235384,234.99589,54.593671,"Tankara, Gujarat",22.5934,70.6471
2.3,85,1010.1,0.0,0.14,100.0,0,53,100,210.93,25.74,339.54,26.64,341.08,25.5,341.05,27.72,107.16705,119.3571,215.04426,10.725232,"Kunri, Sindh",25.3151,69.5592
-4.36,96,1017.1,0.0,0.0,19.0,0,0,19,0.0,19.96,309.14,28.28,317.58,20.63,312.88,26.28,60.142185,82.118766,124.92334,176.33224,"Takhatgarh, Rajasthan",25.3353,73.0166
-3.85,91,1016.6,0.0,0.0,13.0,0,0,13,5.34,23.4,300.51,33.34,307.98,22.37,303.18,31.32,48.078984,74.66776,135.32166,555.61982,"Bhojpur, Mid Western",27.7597,81.7623
1.18,80,1013.9,0.0,0.0,2.0,0,0,2,309.72,41.25,302.16,43.24,302.76,40.45,302.28,45.72,16.671723,60.815986,186.61222,487.8004,"Dawei, Tanintharyi",13.9978,96.2583
1.28,84,1011.0,0.3,0.35,100.0,0,6,100,169.99,43.01,298.5,47.38,299.1,42.38,298.96,45.36,21.639563,62.273365,196.06981,769.56467,"Jamshoro, Sindh",25.6621,68.1126
2.37,82,1010.2,0.3,0.28,100.0,0,65,100,202.03,48.7,318.3,52.6,319.44,48.5,319.21,49.68,33.244549,66.784438,210.85274,411.2987,"Pagnag, Tibet Autonomous Region",33.7715,91.1084
2.27,79,1010.6,0.4,0.14,100.0,0,66,100,234.96,46.01,322.95,50.26,324.03,46.08,323.58,49.68,46.568426,73.658816,223.92748,435.15191,"Ingraj Bazar, West Bengal",25.0365,88.252
1.71,79,1010.5,0.4,0.14,100.0,0,71,100,136.17,41.94,327.26,46.98,329.11,42.05,327.94,52.2,56.223037,79.484072,232.11495,46.973611,"Ngamring, Tibet Autonomous Region",29.0294,87.3132
-1.93,92,1017.1,0.4,0.0,100.0,0,0,100,5.34,41.75,315.7,48.77,319.49,42.02,316.74,51.84,46.335509,73.407935,136.14697,0.88722222,"Bamboo Flat, Andaman and Nicobar Islands",12.5184,89.715
-0.92,87,1018.8,0.3,0.0,100.0,0,0,100,115.7,40.49,316.8,45.22,319.84,40.76,317.15,48.6,32.985843,66.531452,149.26133,38.837352,"Aduo, Qinghai Sheng",32.6794,94.9688
0.03,85,1018.7,0.0,0.0,82.0,0,0,82,258.1,40.61,322.93,43.15,324.85,39.89,323.44,46.08,21.355186,62.028042,164.09888,43.892087,"Ghulam `Ali, Parvan",34.9155,69.3177
0.99,85,1018.2,0.0,0.0,70.0,0,0,70,366.68,40.76,335.47,43.06,336.86,40.13,336.19,45.72,15.883609,60.454572,180.07755,68.468864,"Golug, Tibet Autonomous Region",30.6954,91.4973
1.78,74,1017.7,0.0,0.0,100.0,0,0,100,267.0,41.32,341.72,44.52,342.59,42.24,342.65,48.24,21.435635,62.039372,196.05492,44.855,"Sabang, Aceh",8.6972,94.8108
2.18,74,1018.3,0.0,0.0,100.0,0,0,100,250.09,40.9,343.64,44.65,343.61,41.59,343.92,48.6,33.093417,66.552385,210.88991,26.84328,"Budhana, Uttar Pradesh",29.2642,77.5394
2.64,72,1018.5,0.0,0.0,100.0,0,10,100,195.8,39.3,351.57,43.58,352.41,40.32,352.3,45.36,46.453577,73.435836,224.0033,21.373333,"Koramlik, Xinjiang Uygur Zizhiqu",36.1046,86.9811
2.73,73,1018.1,0.0,0.0,73.0,0,10,73,169.1,39.25,358.42,44.28,359.53,39.96,359.48,43.2,60.192626,81.949616,235.34236,9.8601908,"Samdari, Rajasthan",25.7296,72.8252
-2.99,94,1027.7,0.0,0.07,100.0,0,0,100,0.0,15.58,353.37,16.92,1.22,15.99,352.23,32.4,60.221244,81.866205,124.52181,39.840833,"Malvan, Maharashtra",16.0106,70.2599
-3.27,96,1028.5,0.0,0.0,100.0,0,0,100,4.45,14.76,360.0,15.39,10.78,14.76,1.4,24.84,46.343508,73.251867,135.95831,193.89462,"Okara, Punjab",30.8539,73.2441
-2.62,90,1029.9,0.0,0.0,100.0,0,0,100,103.24,14.41,12.99,14.59,15.75,13.56,10.71,23.76,32.94899,66.347052,149.09564,674.70417,"Vansada, Gujarat",20.7871,73.3381
-1.26,83,1029.4,0.0,0.0,100.0,0,0,100,270.56,18.68,25.08,18.51,26.57,17.55,25.51,29.88,21.285403,61.832247,163.89503,1512.4509,"Chakulia, Jharkhand",22.1588,86.6975
-0.13,79,1029.2,0.0,0.0,78.0,0,0,78,405.84,23.83,26.95,24.65,28.81,23.85,28.89,29.52,15.660676,60.223538,180.00632,2386.7665,"Katpur, Gujarat",21.0653,71.6714
2.33,64,1027.9,0.0,0.0,10.0,0,0,10,473.48,21.63,18.43,21.53,20.56,20.39,20.67,26.28,21.230043,61.800135,196.04466,1902.4103,"Kuchera, Rajasthan",27.1083,74.04
3.12,59,1027.2,0.0,0.0,0.0,0,0,0,488.61,22.55,16.7,22.55,19.59,21.41,19.65,25.2,32.943347,66.316032,210.9328,1494.7838,"Khambhat, Gujarat",22.0624,72.48
3.52,54,1027.0,0.0,0.0,0.0,0,0,0,499.29,22.18,13.13,22.45,15.82,21.22,14.74,23.76,46.340854,73.20948,224.08532,507.36284,"Kyelang, Himachal Pradesh",32.9508,77.1078
3.58,54,1027.0,0.0,0.0,0.0,0,0,0,420.97,22.51,7.35,22.96,9.02,21.79,7.59,27.0,60.107916,81.737581,235.45124,112.26474,"Gaxung, Qinghai Sheng",31.8904,95.7208
3.17,56,1026.9,0.0,0.0,0.0,0,0,0,299.93,22.01,3.75,23.54,6.15,22.03,4.69,27.72,107.42,118.85498,215.01312,26.661348,"Sriramnagar, Telangana",17.2393,78.2905
-2.86,68,1032.4,0.0,0.0,9.0,0,9,0,0.0,5.4,360.0,13.44,20.38,4.9,17.1,20.88,60.256318,81.730486,124.31812,480.965,"Khambhaliya, Gujarat",22.1431,69.6283
-2.79,70,1032.2,0.0,0.0,70.0,0,70,0,8.01,5.86,349.38,12.66,14.83,4.74,351.25,20.88,46.348278,73.089398,135.7684,1610.4259,"Warangal, Telangana",17.8835,79.6619
-0.48,62,1031.9,0.0,0.0,0.0,0,0,0,140.62,9.72,360.0,11.53,14.47,8.64,360.0,24.48,32.908601,66.156198,148.9297,2332.3159,"Port Blair, Andaman and Nicobar Islands",10.2802,91.6007
0.86,54,1032.8,0.0,0.0,0.0,0,0,0,291.03,15.63,14.68,15.73,15.95,14.41,12.99,28.44,21.111896,61.59907,163.84708,2664.7049,"Warburton, Punjab",31.5502,73.8536
2.62,45,1031.7,0.0,0.0,0.0,0,0,0,412.07,18.67,19.13,18.92,21.19,18.33,19.5,34.92,15.432475,59.986603,179.93814,2899.872,"Kandhkot, Sindh",28.2985,69.103
3.86,47,1031.0,0.0,0.0,0.0,0,0,0,502.85,20.61,27.01,22.91,30.19,19.97,27.95,30.6,21.023016,61.555764,196.03911,2822.5761,"Narasannapeta, Andhra Pradesh",15.5334,86.6974
5.02,44,1030.6,0.0,0.0,0.0,0,0,0,526.88,21.43,29.15,24.2,30.38,20.95,28.77,30.96,32.737846,66.05026,210.9194,2520.3628,"Kattivakkam, Tamil Nadu",13.0163,81.2439
5.72,44,1030.7,0.0,0.0,0.0,0,0,0,494.84,21.41,27.0,24.65,28.81,19.97,25.64,33.84,46.230416,72.979873,224.17356,1566.4214,"Namsai, Qinghai Sheng",32.9697,95.5587
5.68,48,1029.7,0.0,0.0,0.0,0,0,0,414.74,19.67,23.75,23.02,26.97,20.14,24.27,31.32,60.025904,81.522951,235.56645,232.96167,"Kavaratti, Laccadives",10.304,69.3331
5.14,55,1030.0,0.0,0.0,0.0,0,0,0,295.48,16.85,19.98,20.95,24.36,17.65,20.28,29.16,107.50654,118.67814,215.01028,34.047386,"Veraval, Gujarat",18.1057,69.4261
-3.08,96,1035.7,0.0,0.0,100.0,0,0,100,0.0,5.4,360.0,7.42,14.04,5.04,360.0,6.48,60.288403,81.588518,124.11262,451.43028,"Koramlik, Xinjiang Uygur Zizhiqu",36.8799,86.7605
-3.9,100,1036.9,0.0,0.0,49.0,0,0,49,8.01,4.74,8.75,6.16,6.71,5.86,10.62,5.76,46.349846,72.920584,135.57732,457.51195,"Duocai, Qinghai Sheng",33.8505,94.2112
-1.45,75,1036.7,0.0,0.0,25.0,0,25,7,141.51,7.79,33.69,8.53,27.65,6.61,29.36,11.88,32.864753,65.958959,148.7636,2283.9918,"Bakhri Ahmad Khan, Punjab",30.5882,70.7722
0.9,50,1035.2,0.0,0.0,1.0,0,1,0,299.04,11.11,24.9,11.17,20.77,10.37,20.32,20.52,20.983902,61.37517,163.72313,2709.7533,"Bayi, Tibet Autonomous Region",29.9863,94.3925
2.45,44,1034.6,0.0,0.0,0.0,0,0,0,423.64,15.46,24.78,15.51,21.8,14.37,22.07,26.28,15.19911,59.743863,179.87309,2898.309,"Bemetara, Chhattisgarh",21.7765,81.4406
4.01,45,1033.4,0.0,0.0,93.0,12,93,0,489.5,19.48,16.09,20.18,15.52,18.95,14.3,29.16,20.814784,61.306367,196.03833,2839.5309,"Merta, Rajasthan",26.7662,74.3032
4.94,40,1032.5,0.0,0.0,0.3,1,0,0,530.44,21.13,13.8,22.45,15.82,20.78,14.04,29.16,32.647237,65.830907,211.03592,2517.6672,"Shanjeev Home, Eastern Province",8.2753,87.4403
5.6,38,1032.2,0.0,0.0,1.2,4,0,0,506.41,22.01,15.17,23.0,17.3,21.66,15.42,31.68,46.126298,72.749556,224.27123,1643.3694,"Mhasvad, Maharashtra",17.5828,74.7114
5.72,38,1031.7,0.0,0.0,1.2,4,0,0,429.87,22.7,14.7,24.72,16.06,22.7,14.7,31.68,60.063468,81.381671,235.77953,240.32569,"Malangwa, Central Region",27.2071,85.7029
5.23,40,1030.9,0.0,0.0,0.6,2,0,0,312.39,20.62,12.09,23.75,14.04,21.05,12.85,30.96,107.59409,118.49663,215.01105,12.823696,"Narsipatnam, Andhra Pradesh",17.6118,82.2635
0.22,34,1031.9,0.0,0.0,0.0,0,0,0,0.0,11.53,345.53,15.48,358.67,10.18,351.87,27.72,60.317494,81.440343,123.90539,622.10833,"Konarka, Odisha",17.9121,87.8055
0.63,37,1032.3,0.0,0.0,0.0,0,0,0,8.01,10.74,346.43,14.04,360.0,9.78,353.66,27.36,46.348249,72.745483,135.38514,1555.0839,"Zhabu, Tibet Autonomous Region",34.3747,83.8225
3.36,35,1032.1,0.0,0.0,0.0,0,0,0,135.28,9.69,344.93,12.96,358.41,6.88,353.99,25.92,32.817529,65.755409,148.59741,2207.8295,"Port Blair, Andaman and Nicobar Islands",11.5362,95.4776
4.66,31,1032.2,0.0,0.0,0.0,0,0,0,290.14,11.88,360.0,12.25,358.32,10.14,6.12,25.92,20.851847,61.145105,163.60056,2033.3861,"Hakha, Chin",22.3847,93.5499
5.7,31,1031.4,0.0,0.0,2.0,0,2,0,419.19,13.63,12.2,13.49,9.21,13.01,14.42,24.12,14.96069,59.495415,179.81123,1495.0268,"Sabang, Aceh",8.1264,93.0602
6.77,51,1030.7,0.0,0.0,0.0,0,0,0,495.73,14.78,2.79,16.92,360.0,15.5,2.66,20.88,20.605587,61.052056,196.04239,1601.2917,"Dahegam, Gujarat",23.0839,72.8333
7.57,51,1030.4,0.0,0.0,0.0,0,0,0,524.21,16.6,3.73,18.36,1.12,17.31,3.58,23.04,32.501613,65.582372,211.09624,1587.797,"Pendra, Chhattisgarh",22.6391,82.0069
7.9,49,1030.5,0.0,0.0,0.0,0,0,0,498.4,17.02,6.07,18.45,5.6,17.37,5.95,24.48,46.017,72.511392,224.36879,900.9568,"Wazirabad, Punjab",32.4985,74.1194
7.61,52,1029.5,0.0,0.0,0.0,0,0,0,421.86,17.06,7.28,18.89,7.67,16.39,8.84,24.48,59.870431,81.086397,235.81581,175.41141,"Kadambur, Tamil Nadu",8.9322,78.0051
6.84,55,1030.3,0.0,0.0,0.3,1,0,0,302.6,15.68,9.25,19.71,9.46,16.45,10.08,24.12,107.68261,118.31051,215.01532,25.198679,"Layka, Xinjiang Uygur Zizhiqu",36.6208,79.8953
-0.22,97,1032.8,0.0,0.0,70.0,43,2,70,0.0,0.36,180.0,14.83,60.95,9.16,225.0,21.6,60.343597,81.28601,123.69653,65.334722,"Baikunthpur, Chhattisgarh",23.129,82.4192
0.4,94,1033.1,0.0,0.0,100.0,68,12,100,8.9,1.3,326.31,11.09,54.25,6.95,248.75,20.52,46.343532,72.564164,135.19193,128.55614,"Ukwa, Madhya Pradesh",21.5853,80.5728
1.97,88,1032.9,0.0,0.0,100.0,51,1,100,133.5,5.86,42.51,6.7,53.75,3.89,33.69,14.76,32.767024,65.545625,148.43117,213.53037,"Dhidhdhoo, Upper North",8.5345,74.3655
3.69,78,1032.0,0.0,0.0,7.0,14,3,7,302.6,10.23,39.29,10.01,37.69,8.29,34.38,18.72,20.715871,60.908964,163.47942,529.23609,"Murud, Maharashtra",17.7503,70.5138
5.35,71,1031.2,0.0,0.0,0.9,3,0,0,427.2,12.77,21.5,12.98,19.44,12.18,18.97,18.0,14.717325,59.241358,179.75263,801.21361,"Dinga, Punjab",32.6459,73.7509
7.23,65,1030.5,0.0,0.0,0.3,1,0,0,501.07,16.6,24.34,17.71,26.57,15.94,25.41,24.12,20.395668,60.792939,196.05134,1120.3043,"Malvan, Maharashtra",16.1131,73.5636
8.01,64,1029.9,0.0,0.0,0.3,1,0,0,525.99,18.46,20.56,20.14,24.27,17.92,22.44,24.12,32.357883,65.330014,211.16246,522.36722,"Bamboo Flat, Andaman and Nicobar Islands",12.8513,93.2811
8.15,64,1030.1,0.0,0.0,0.0,0,0,0,499.29,21.53,20.56,23.73,22.29,20.86,21.25,25.56,45.91431,72.272754,224.47579,694.42378,"Kukshi, Madhya Pradesh",22.1264,74.7805
7.73,65,1028.8,0.0,0.0,0.0,0,0,0,422.75,20.43,14.28,22.35,14.93,20.08,14.53,23.4,59.797177,80.864708,235.94993,197.23395,"Jomsom, Western Region",29.0223,83.4078
6.98,69,1028.6,0.0,0.0,0.0,0,0,0,304.38,19.88,5.19,22.42,5.53,19.92,6.23,21.6,107.77202,118.11981,215.023,29.081699,"Teknaf, Chittagong",18.5261,90.0237
-2.11,97,1031.0,0.0,0.0,12.0,0,0,12,0.0,4.68,247.38,2.41,296.57,5.94,255.96,3.6,60.366723,81.125573,123.48612,600.64111,"Injambakkam, Tamil Nadu",12.5959,81.2559
-1.73,91,1030.6,0.0,0.0,3.0,0,0,3,9.79,4.21,289.98,5.69,341.57,7.17,287.53,5.4,46.335747,72.376696,134.99776,1563.6986,"Malvan, Maharashtra",15.3185,71.0182
2.06,75,1030.4,0.0,0.0,0.0,0,0,0,147.74,6.73,344.48,8.91,345.96,8.71,330.26,16.2,32.713338,65.32969,148.26495,2254.5837,"Khandbari, Eastern Region",27.3336,87.4323
4.49,63,1029.2,0.0,0.0,0.0,0,0,0,307.94,12.62,356.73,13.32,358.45,12.98,356.82,19.44,20.576122,60.666838,163.35977,2634.1726,"Golmud, Qinghai Sheng",36.6798,94.9973
5.72,51,1028.1,0.0,0.0,0.0,0,0,0,435.21,14.78,357.21,15.14,357.27,14.4,358.57,21.96,14.469131,58.981793,179.69734,2805.2676,"Talcher, Odisha",21.0415,85.1942
6.46,64,1027.4,0.0,0.0,0.0,0,0,0,515.31,15.33,350.54,16.1,349.7,15.04,348.96,22.68,20.185275,60.529128,196.06522,2768.1883,"Kavaratti, Laccadives",8.8561,73.4865
7.7,50,1026.4,0.0,0.0,0.0,0,0,0,542.9,15.54,346.61,16.77,345.07,15.63,345.32,21.6,32.216246,65.073948,211.23459,2471.2245,"Aqqan, Xinjiang Uygur Zizhiqu",36.0867,82.3858
8.44,49,1025.7,0.0,0.0,0.0,0,0,0,512.64,16.52,348.69,17.73,347.09,16.24,347.2,19.8,45.814478,72.03134,224.58904,1233.002,"Qimantage, Heilongjiang Sheng",36.5194,89.1869
8.25,53,1025.1,0.0,0.0,0.3,1,0,0,432.54,20.01,351.72,21.9,350.54,20.01,351.72,24.48,59.727037,80.640895,236.09029,279.1891,"Kyelang, Himachal Pradesh",32.9243,77.7036
7.62,58,1025.0,0.0,0.0,0.0,0,0,0,313.28,20.77,351.03,24.03,351.38,20.77,351.03,24.48,107.86229,117.92459,215.03395,44.6431,"Bamboo Flat, Andaman and Nicobar Islands",10.9948,88.9899
3.41,89,1021.2,0.0,0.0,100.0,76,72,100,0.0,18.12,290.96,28.69,293.67,20.33,292.93,26.64,60.386895,80.959094,123.27422,469.03596,"Kambaxoi, Tibet Autonomous Region",28.1803,88.6791
