temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth,generated_power_kw,location,latitude,longitude
15.22,95,1015.5,0.0,0.0,46.0,0,0,46,36.49,2.97,345.96,8.4,329.04,2.9,352.87,8.64,90.145297,76.530705,75.944574,397.33167,"Paradip Garh, Odisha",18.9623,89.3253
18.43,77,1015.3,0.0,0.0,0.0,0,0,0,199.36,8.29,357.51,8.65,357.61,8.28,360.0,11.52,76.128141,65.373317,85.14743,1106.1028,"Yeyik, Xinjiang Uygur Zizhiqu",35.4303,83.3972
20.95,64,1014.9,0.0,0.0,0.0,0,0,0,377.36,11.17,1.85,11.53,1.79,10.82,3.81,16.92,62.337154,54.043536,95.017796,1730.3514,"Bamboo Flat, Andaman and Nicobar Islands",12.7032,90.0895
23.13,54,1014.8,0.0,0.0,0.0,0,0,0,546.46,10.44,360.0,10.08,360.0,9.72,360.0,17.64,49.046823,42.916263,106.82168,2184.3081,"Tansen, Western Region",27.8572,83.3817
25.82,42,1014.1,0.0,0.0,0.0,0,0,0,689.75,10.31,347.91,10.14,343.5,9.69,344.93,16.2,36.866809,32.63331,122.97628,2462.3856,"Surat, Gujarat",21.0386,72.4744
28.39,33,1012.8,0.0,0.0,0.0,0,0,0,802.78,11.27,333.43,10.63,331.7,10.31,335.22,15.84,27.38469,24.650689,147.85675,2558.2554,"Merta, Rajasthan",26.4261,74.1101
29.09,25,1014.3,0.0,0.0,0.0,0,0,0,882.88,14.08,327.53,13.78,326.73,13.09,328.5,19.8,23.958499,21.80082,183.29873,2488.1073,"Margherita, Arunachal Pradesh",27.0755,96.1566
30.44,20,1014.1,0.0,0.0,0.0,0,0,0,906.02,15.7,323.39,15.41,322.59,14.4,323.13,20.52,28.705939,25.788951,217.3182,2284.9744,"Kamareddi, Telangana",18.5941,78.4268
31.31,15,1013.9,0.0,0.0,0.0,0,0,0,880.21,16.92,321.91,16.87,320.19,15.86,320.53,21.24,38.847051,34.352737,240.28404,1901.7589,"Zhabu, Tibet Autonomous Region",33.0673,82.432
31.61,13,1012.9,0.0,0.0,0.0,0,0,0,806.34,18.16,320.63,18.44,321.34,17.21,322.65,21.96,51.294968,44.863478,255.40342,1374.99,"Palasa, Andhra Pradesh",18.4248,84.8073
31.44,13,1012.9,0.0,0.0,0.0,0,0,0,690.64,18.12,319.03,18.39,319.76,17.15,320.96,20.52,64.705185,56.069925,266.72933,653.21028,"Pathein, Ayeyarwady",16.088,91.5364
30.69,14,1012.9,0.0,0.0,0.0,0,0,0,537.56,17.65,320.79,18.39,319.76,16.87,320.19,20.16,78.555942,67.40544,276.40238,14.96032,"Bandarban, Chittagong",21.9314,92.759
13.36,78,1016.3,0.0,0.0,0.0,0,0,0,0.0,2.41,296.57,5.99,327.26,4.02,296.57,6.84,104.08775,87.164192,66.787773,39.58056,"Suk Samran, Ranong",10.4986,95.7451
14.02,75,1016.1,0.0,0.0,0.0,0,0,0,36.49,2.6,213.69,4.35,294.44,3.08,249.44,4.68,90.123608,76.670093,76.128812,397.05222,"Layu, Tibet Autonomous Region",28.7792,91.5736
17.81,59,1015.4,0.0,0.0,0.0,0,0,0,198.47,1.8,270.0,3.26,276.34,2.52,270.0,4.68,76.086367,65.507216,85.349974,1086.8819,"Udaipur, Rajasthan",24.5277,73.649
22.19,44,1014.9,0.0,0.0,0.0,0,0,0,378.25,5.4,360.0,5.77,356.42,5.4,360.0,6.12,62.271495,54.177826,95.245433,1719.535,"Khapalu, Gilgit-Baltistan",34.9923,76.0306
24.87,37,1014.5,0.0,0.0,0.0,0,0,0,548.24,9.89,10.49,10.04,14.53,10.04,14.53,8.28,48.950119,43.059915,107.08202,2162.8387,"Marmagao, Goa",13.8457,70.0728
26.47,35,1013.5,0.0,0.0,0.0,0,0,0,692.42,11.72,10.62,11.44,12.72,11.09,13.13,12.24,36.72658,32.799904,123.26412,2411.25,"Morar, Madhya Pradesh",26.2377,78.3016
28.17,30,1012.9,0.0,0.0,0.0,0,0,0,805.45,10.85,5.71,10.18,8.13,9.83,8.43,13.32,27.188413,24.854558,148.09143,2458.7269,"Bamboo Flat, Andaman and Nicobar Islands",12.5931,87.6187
29.53,26,1013.5,0.0,0.0,0.0,0,0,0,880.21,9.78,6.34,9.11,9.09,8.76,9.46,12.24,23.73436,22.026622,183.28181,2385.4361,"Churachandpur, Manipur",24.2871,93.8463
30.8,24,1012.7,0.0,0.0,0.0,0,0,0,900.68,11.16,360.0,10.44,360.0,10.09,2.05,13.32,28.523508,25.990024,217.07647,2179.011,"Pindi Gheb, Punjab",33.3005,72.1441
31.62,23,1012.2,0.0,0.0,0.0,0,0,0,869.53,12.32,353.29,11.57,354.64,11.18,356.31,15.12,38.721452,34.520134,240.00778,1814.4581,"Margherita, Arunachal Pradesh",26.8389,96.7736
31.9,23,1011.5,0.0,0.0,0.0,0,0,0,789.43,15.48,342.41,15.14,342.0,14.35,342.47,21.6,51.211079,45.011517,255.15484,1344.85,"Pathein, Ayeyarwady",17.4463,92.5796
31.66,23,1011.3,0.0,0.0,0.0,0,0,0,671.06,18.04,331.39,17.6,329.24,16.61,330.1,21.6,64.65112,56.210864,266.51069,631.55449,"Diu, Daman and Diu",19.9887,71.2691
31.17,23,1011.3,0.0,0.0,0.0,0,0,0,522.43,18.79,323.57,19.59,323.97,18.08,324.73,20.52,78.52512,67.547421,276.20668,30.959138,"Kavaratti, Laccadives",10.7153,74.1375
30.0,25,1011.1,0.0,0.0,0.0,0,0,0,349.77,19.01,322.7,20.75,321.34,18.72,322.03,21.96,89.769634,76.486782,283.55333,0.050462963,"Pyapon, Ayeyarwady",15.4072,95.7072
13.66,65,1015.8,0.0,0.0,0.0,0,0,0,0.0,7.99,305.84,17.6,329.24,10.99,301.61,11.52,104.07847,87.309987,66.963023,42.215,"Kavaratti, Laccadives",12.0197,68.1109
14.8,58,1016.0,0.0,0.0,0.0,0,0,0,35.6,7.15,310.91,14.51,336.61,8.29,304.38,10.44,90.099053,76.81096,76.318587,403.44778,"Jisegumen, Tibet Autonomous Region",34.953,81.6173
17.42,58,1015.4,0.0,0.0,0.0,0,0,0,201.14,10.54,352.15,10.59,350.22,10.31,347.91,11.88,76.041535,65.642574,85.558296,1115.5947,"Zhabu, Tibet Autonomous Region",34.4547,83.2646
19.25,53,1015.1,0.0,0.0,0.0,0,0,0,387.15,11.97,6.91,11.93,5.19,11.21,5.53,12.24,62.202524,54.313756,95.479285,1750.9692,"Hakha, Chin",22.4967,93.7461
21.47,45,1015.2,0.0,0.0,0.0,0,0,0,562.48,12.02,8.62,11.72,10.62,11.37,10.95,12.6,48.849745,43.205671,107.34918,2200.0145,"Murudeshwara, Karnataka",13.7133,73.2444
23.65,38,1014.1,0.0,0.0,0.0,0,0,0,709.33,11.57,5.36,11.61,7.13,10.9,7.59,12.6,36.582104,32.969454,123.55928,2453.6475,"Bamboo Flat, Andaman and Nicobar Islands",11.6491,87.5312
25.67,33,1013.1,0.0,0.0,0.0,0,0,0,819.69,11.17,1.85,10.81,1.91,10.46,3.95,16.56,26.987063,25.062603,148.33313,2558.405,"Kavaratti, Laccadives",9.9387,68.9451
28.28,26,1012.6,0.0,0.0,0.0,0,0,0,886.44,11.21,354.47,10.82,356.19,10.46,356.05,19.44,23.505535,22.25788,183.27089,2495.1962,"Nur, Xinjiang Uygur Zizhiqu",35.4387,79.7289
29.55,24,1012.1,0.0,0.0,0.0,0,0,0,903.35,13.2,349.0,13.2,349.0,12.43,349.99,20.88,28.339024,26.1973,216.83723,2288.0522,"Malvan, Maharashtra",15.9401,69.9376
30.19,23,1011.4,0.0,0.0,0.0,0,0,0,872.2,14.69,342.9,14.35,342.47,13.55,343.01,22.68,38.595815,34.69362,239.73056,1920.3614,"Seohara, Uttar Pradesh",29.2305,78.6927
30.39,23,1010.7,0.0,0.0,0.0,0,0,0,793.88,15.32,336.45,14.66,335.32,13.71,336.8,22.68,51.128144,45.165285,254.90402,1371.9026,"Jhajjar, Haryana",28.6654,76.6756
30.32,24,1010.3,0.0,0.0,0.0,0,0,0,675.51,16.08,325.95,16.08,325.95,14.88,327.85,20.52,64.598537,56.357258,266.28953,656.61438,"Pathein, Ayeyarwady",14.9011,92.8432
29.64,26,1010.0,0.0,0.0,0.0,0,0,0,522.43,17.43,321.71,17.65,320.79,16.64,321.15,20.88,78.496108,67.694704,276.0085,17.714167,"Losal, Rajasthan",27.4297,74.9945
12.6,94,1013.5,0.0,0.0,100.0,0,0,100,0.0,8.12,12.8,9.69,15.07,7.97,18.43,9.72,104.06705,87.458193,67.143724,40.009167,"Wutumeiren, Qinghai Sheng",36.7836,93.9269
12.99,90,1013.3,0.0,0.0,100.0,0,100,100,28.48,7.07,14.74,7.97,18.43,6.95,21.25,8.28,90.071632,76.953296,76.513839,398.88417,"Ban Khao Lak, Phangnga",8.5944,96.9832
14.85,79,1013.4,0.0,0.0,43.0,0,0,43,185.12,6.88,6.01,7.34,11.31,6.57,9.46,8.28,75.993649,65.779372,85.772263,1101.5092,"Pipar, Rajasthan",26.7073,73.3857
17.83,66,1012.9,0.0,0.0,0.0,0,0,0,371.13,8.31,4.97,8.35,7.43,8.05,10.3,7.2,62.130252,54.451294,95.719109,1722.8833,"Dawei, Tanintharyi",14.57,96.5244
20.54,56,1012.5,0.0,0.0,0.0,0,0,0,539.34,11.37,10.95,11.44,12.72,11.09,13.13,7.56,48.745695,43.353472,107.62272,2138.0197,"Sirathu, Uttar Pradesh",25.7022,81.3938
22.55,50,1011.4,0.0,0.0,0.0,0,0,0,683.52,12.66,14.83,12.41,16.86,12.07,17.35,12.6,36.433292,33.141805,123.86091,2374.1589,"Pagnag, Tibet Autonomous Region",33.3842,91.7263
24.34,44,1010.5,0.0,0.0,0.0,0,0,0,797.44,12.31,15.26,11.73,17.88,11.38,18.43,11.88,26.780294,25.274437,148.58074,2417.7144,"Gorakhpur, Haryana",29.4096,75.7043
26.79,36,1010.7,0.0,0.0,10.0,0,10,10,810.79,9.26,346.5,8.47,347.74,8.47,347.74,14.4,23.271505,22.494033,183.26601,1711.1493,"Kavaratti, Laccadives",9.6589,69.0967
27.55,33,1010.2,0.0,0.0,10.0,0,10,10,833.04,6.44,333.43,5.96,334.98,5.82,338.2,13.32,28.152281,26.410413,216.60146,1596.1809,"Port Blair, Andaman and Nicobar Islands",12.0644,95.3442
26.43,34,1009.8,0.0,0.0,10.0,0,10,10,614.99,6.19,305.54,5.5,301.61,5.19,303.69,13.32,38.470129,34.873032,239.45313,1123.3994,"Dagsar, Tibet Autonomous Region",31.1065,92.2608
26.36,34,1009.3,0.0,0.0,10.0,0,10,10,447.67,6.92,278.97,6.88,276.01,6.52,276.34,11.88,51.046192,45.324711,254.65137,1135.7866,"Toding, Tibet Autonomous Region",31.0562,80.069
27.58,31,1008.8,0.0,0.0,10.0,0,10,10,593.63,8.35,262.57,8.91,255.96,8.56,255.38,13.68,64.547466,56.509071,266.06608,199.85139,"Rutog, Tibet Autonomous Region",33.9017,78.8407
27.16,32,1008.6,0.0,0.0,10.0,0,10,10,485.05,9.35,254.36,10.5,247.83,9.83,246.25,14.04,78.470234,67.848295,275.80883,3.3902778,"Magura, Khulna",23.3564,89.4189
16.81,61,1008.7,0.0,0.0,100.0,0,100,0,0.0,14.26,169.82,23.68,171.25,16.04,170.96,19.8,116.01648,96.298003,59.084907,12.173077,"Sheopur, Madhya Pradesh",25.7578,76.4503
15.42,66,1008.8,0.0,0.0,0.0,0,0,0,0.0,14.47,174.29,28.23,174.14,18.45,174.4,21.6,104.05373,87.609068,67.32976,135.0075,"Shivpuri, Madhya Pradesh",25.6838,77.5587
16.36,65,1008.8,0.0,0.0,0.0,0,0,0,31.15,18.23,170.91,29.53,170.88,19.96,172.75,24.84,90.04135,77.097019,76.714489,336.61436,"Seondha, Madhya Pradesh",26.1437,78.759
19.52,61,1008.4,0.0,0.0,0.0,0,0,0,189.57,20.93,176.05,23.8,176.53,21.29,176.12,25.56,75.942756,65.917575,85.991844,689.50537,"Pyay, Bago",18.9362,93.8423
21.66,54,1008.3,0.0,0.0,10.0,0,0,10,365.79,21.83,193.35,24.63,195.26,21.92,194.26,33.48,62.054766,54.590451,95.964948,556.37806,"Pyay, Bago",18.7913,94.0778
23.15,43,1008.5,0.0,0.0,0.0,0,0,0,525.99,25.92,207.28,28.99,208.16,25.92,207.28,36.72,48.638128,43.503387,107.90282,1521.9956,"Pyay, Bago",18.6009,95.1322
23.85,39,1007.9,0.0,0.0,10.0,0,10,10,679.07,28.56,213.69,31.35,214.24,28.56,213.69,36.0,36.280447,33.317147,124.16949,2675.3517,"Sittwe, Rakhine",17.4685,91.3807
24.85,33,1007.4,0.0,0.0,10.0,0,0,10,793.88,27.44,218.07,29.97,218.66,27.44,218.07,34.92,26.568714,25.490473,148.83491,1742.7047,"Kattivakkam, Tamil Nadu",14.0343,81.2755
26.51,23,1008.0,0.0,0.0,0.0,0,0,0,873.09,22.42,222.4,24.22,221.99,22.69,221.78,24.84,23.033112,22.735609,183.26679,1430.7367,"Kushtagi, Karnataka",15.6914,76.1301
27.19,22,1007.6,0.0,0.0,2.0,0,0,2,879.32,17.83,226.64,19.86,225.0,18.84,223.45,32.04,27.963857,26.629659,216.36832,630.9,"Pathein, Ayeyarwady",16.3269,92.2369
26.01,24,1007.5,0.0,0.0,2.0,0,0,2,690.64,12.73,241.26,14.28,236.31,13.48,235.89,29.16,38.344691,35.058476,239.17505,665.04427,"Alibag, Maharashtra",18.8315,72.0716
25.91,24,1006.9,0.0,0.0,10.0,0,10,10,402.28,10.16,292.93,8.89,291.37,8.09,290.85,22.32,50.96538,45.489815,254.39677,231.70045,"Alleppey, Kerala",9.1769,76.1119
25.26,30,1007.3,0.0,0.0,10.0,0,10,10,263.44,17.87,325.67,20.07,327.45,18.89,329.04,29.16,64.497993,56.666279,265.84034,79.649167,"Kyaikkami, Mon",14.9732,96.9891
23.9,35,1008.4,0.0,0.0,10.0,0,10,10,345.32,21.53,321.79,23.56,321.2,21.76,321.04,31.68,78.443609,68.005055,275.60518,22.528889,"Amalapuram, Andhra Pradesh",13.4781,84.0723
11.55,98,1014.3,0.0,0.0,48.0,0,0,48,0.0,2.9,330.26,2.97,345.96,2.62,344.05,3.6,104.03844,87.762516,67.521103,102.90479,"Paradip Garh, Odisha",19.2834,88.9091
12.25,94,1014.0,0.0,0.0,59.0,0,0,59,30.26,0.36,270.0,0.8,206.57,0.0,180.0,3.6,90.008214,77.242116,76.920466,393.79111,"Qimantage, Heilongjiang Sheng",36.7085,90.8033
14.89,82,1014.1,0.0,0.0,0.0,0,0,0,188.68,3.1,234.46,3.22,243.43,2.81,230.19,7.92,75.888877,66.057168,86.216918,1165.19,"Katpur, Gujarat",20.3901,72.0448
18.52,69,1013.9,0.0,0.0,0.0,0,0,0,370.24,1.94,291.8,1.84,281.31,1.48,284.04,3.96,61.976099,54.731209,96.216604,1770.8722,"Sivagiri, Tamil Nadu",9.3126,77.4225
21.49,57,1013.4,0.0,0.0,10.0,0,0,10,525.99,4.51,28.61,4.07,45.0,4.33,41.63,3.24,48.527075,43.655387,108.18914,2199.4086,"Yarada, Andhra Pradesh",14.2437,86.194
23.42,46,1012.7,0.0,0.0,10.0,0,0,10,655.93,8.09,32.28,7.93,39.47,7.99,35.84,8.28,36.123552,33.495385,124.48441,2499.5614,"Kavaratti, Laccadives",9.7691,70.8532
24.91,41,1012.3,0.0,0.0,10.0,0,0,10,768.07,7.39,46.97,7.99,54.16,7.7,52.59,9.72,26.352139,25.710462,149.09485,2592.0194,"Port Blair, Andaman and Nicobar Islands",9.152,93.9614
23.8,34,1014.2,0.0,0.0,0.0,0,0,0,885.55,9.11,18.43,8.56,22.25,8.56,22.25,8.64,22.79008,22.982242,183.27321,2582.7331,"Langjiu, Tibet Autonomous Region",31.8233,80.7669
25.13,29,1014.0,0.0,0.0,0.0,0,0,0,906.91,7.97,18.43,7.09,23.96,7.09,23.96,9.0,27.773694,26.854791,216.13841,2352.3226,"Koppal, Karnataka",15.3097,76.2165
26.14,26,1013.3,0.0,0.0,0.0,0,0,0,876.65,7.63,19.29,6.92,27.9,6.76,25.2,8.28,38.219543,35.249834,238.89684,1923.9832,"Sanwer, Madhya Pradesh",22.9236,75.8025
26.73,25,1012.4,0.0,0.0,0.0,0,0,0,797.44,9.0,16.26,8.43,19.98,8.43,19.98,9.36,50.885758,45.660535,254.1405,1379.5286,"Bhanvad, Gujarat",21.9072,69.6065
26.96,25,1012.1,0.0,0.0,0.0,0,0,0,677.29,10.14,16.5,9.69,21.8,9.57,19.8,9.36,64.450147,56.82884,265.61248,657.64806,"Tiruvottiyur, Tamil Nadu",12.8889,81.1081
26.77,25,1011.8,0.0,0.0,0.0,0,0,0,522.43,11.11,24.9,10.95,27.41,10.95,27.41,11.52,78.420172,68.168031,275.40019,29.984722,"Manogay, Konar",34.9284,70.951
26.1,25,1011.9,0.0,0.0,0.0,0,0,0,346.21,12.1,30.38,12.68,34.59,11.98,32.74,14.04,89.021453,76.575154,282.34357,0.003333333,"Hinthada, Ayeyarwady",17.7385,95.3785
15.95,93,1015.9,0.0,0.0,15.0,0,0,15,0.0,24.01,167.01,34.76,164.38,25.77,167.91,25.56,104.02122,87.918548,67.717687,56.349652,"Tikaitnagar, Uttar Pradesh",26.8421,81.7843
16.32,93,1015.9,0.0,0.0,30.0,0,0,30,29.37,25.35,168.53,33.79,165.82,26.05,168.85,25.2,89.97224,77.388551,77.131699,415.75889,"Digapahandi, Odisha",19.324,84.5631
17.42,87,1016.2,0.0,0.0,100.0,0,0,100,161.98,26.69,169.9,32.91,169.92,26.58,171.43,26.64,75.832051,66.198137,86.447403,1128.3819,"Sittwe, Rakhine",18.6056,91.8248
19.37,75,1016.3,0.0,0.0,4.0,0,0,4,349.77,26.04,174.45,29.63,175.12,26.01,175.24,24.84,61.894315,54.873572,96.473982,1755.8591,"Kattivakkam, Tamil Nadu",13.7773,83.2061
22.55,57,1016.0,0.0,0.0,0.0,0,0,0,544.68,23.77,178.26,25.92,179.2,23.41,178.24,23.76,48.412629,43.80949,108.48157,2179.8189,"Kavaratti, Laccadives",13.011,70.9234
25.07,44,1015.3,0.0,0.0,0.0,0,0,0,692.42,22.33,181.85,24.49,181.68,22.68,180.91,23.76,35.962739,33.676559,124.80552,2432.1765,"Port Blair, Andaman and Nicobar Islands",10.9798,93.9962
27.06,36,1014.6,0.0,0.0,0.0,0,0,0,807.23,22.61,193.82,23.49,195.1,21.83,193.35,20.52,26.130741,25.934449,149.36033,2526.7089,"Baihar, Madhya Pradesh",22.2285,80.3151
28.6,32,1015.0,0.0,0.0,0.0,0,0,0,872.2,17.29,211.37,18.17,213.69,17.17,213.02,19.08,22.542595,23.233933,183.285,2449.4839,"Manglaur, Uttar Pradesh",29.699,77.8708
29.69,27,1014.5,0.0,0.0,0.0,0,0,0,892.67,15.41,217.41,15.86,219.47,14.84,219.09,22.68,27.581978,27.085769,215.91173,2244.2042,"Kadhan, Sindh",24.3626,68.7807
30.5,25,1014.1,0.0,0.0,0.0,0,0,0,865.08,14.53,221.99,15.04,222.09,14.29,220.91,22.68,38.094821,35.447067,238.61861,1881.4507,"Rajur, Maharashtra",20.1977,78.8431
30.83,24,1013.6,0.0,0.0,0.0,0,0,0,787.65,13.25,227.2,13.76,227.12,12.98,226.12,14.4,50.807407,45.836834,253.8827,1344.7772,"Bamboo Flat, Andaman and Nicobar Islands",11.9784,92.2251
30.93,24,1013.2,0.0,0.0,0.0,0,0,0,668.39,10.23,230.71,10.74,230.44,10.2,227.86,24.84,64.332214,56.929829,265.3028,682.70821,"Cherrapunji, Meghalaya",25.2714,91.9806
17.9,46,1015.9,0.0,0.0,0.0,0,0,0,0.0,8.56,165.38,7.49,144.78,8.4,170.13,8.28,116.04066,96.843037,59.64502,10.751282,"Pathein, Ayeyarwady",17.7838,93.0726
18.04,42,1015.8,0.0,0.0,0.0,0,0,0,0.0,11.61,172.87,20.52,178.99,15.94,173.52,15.12,104.00196,88.077008,67.919467,172.57722,"Qinglung, Tibet Autonomous Region",30.7727,90.5953
17.83,47,1016.0,0.0,0.0,0.0,0,0,0,26.7,15.23,173.21,30.26,177.95,17.37,174.05,19.08,89.933443,77.536306,77.348111,375.825,"Khudi, Western Region",28.3192,84.6691
21.45,50,1015.5,0.0,0.0,10.0,0,10,0,179.78,18.01,177.71,22.69,178.18,19.09,177.84,23.04,75.772311,66.34047,86.683188,856.22472,"Wangjing, Manipur",24.53,94.3872
24.82,45,1015.4,0.0,0.0,12.0,0,12,0,345.32,19.11,176.76,22.35,177.23,19.47,176.82,24.84,61.809463,55.017532,96.736911,1047.8055,"Kavaratti, Laccadives",10.9236,70.4247
25.68,42,1015.5,0.0,0.0,10.0,0,10,0,332.86,18.72,180.0,20.88,180.99,18.72,180.0,22.68,48.294848,43.965685,108.77982,1150.65,"Kultali, West Bengal",20.2127,88.8202
29.17,34,1014.1,0.0,0.0,10.0,0,10,0,501.96,21.13,193.8,22.8,195.57,20.78,194.04,32.04,35.798044,33.860616,125.13236,899.50944,"Veraval, Gujarat",19.9138,69.3656
30.66,28,1013.5,0.0,0.0,10.0,0,10,0,749.38,26.88,200.38,29.96,200.39,27.22,200.11,34.2,25.904447,26.162279,149.63081,473.39635,"Port Blair, Andaman and Nicobar Islands",8.1807,91.8667
31.84,25,1013.8,0.0,0.0,10.0,0,10,0,817.02,26.98,211.36,29.27,211.93,26.67,211.76,32.04,22.29053,23.490448,183.30205,615.54611,"Markapur, Andhra Pradesh",15.6282,79.3668
32.43,24,1013.4,0.0,0.0,10.0,0,10,0,830.37,25.96,213.69,27.96,214.51,25.66,214.14,30.24,27.388745,27.322417,215.68862,1677.8271,"Chhibramau, Uttar Pradesh",27.142,79.4386
32.62,24,1013.1,0.0,0.0,10.0,0,10,0,801.89,25.2,216.87,27.5,217.02,25.49,216.38,34.2,37.970606,35.65008,238.3407,1352.4752,"Baihar, Madhya Pradesh",22.358,80.8643
32.54,23,1012.6,0.0,0.0,10.0,0,10,0,728.02,23.51,220.03,25.26,220.96,23.47,221.27,28.08,50.730389,46.018655,253.62359,847.23539,"Khandud, Badakhshan",36.5342,72.0793
32.26,24,1012.3,0.0,0.0,10.0,0,10,0,620.33,23.17,225.63,25.48,227.29,23.18,226.89,36.0,64.359514,57.169853,265.15085,492.26472,"Chinchani, Maharashtra",20.0183,71.931
31.43,26,1012.1,0.0,0.0,0.0,0,0,0,477.93,23.42,225.0,26.47,225.0,24.18,224.4,41.76,78.378996,68.509358,274.98398,72.951568,"Kavaratti, Laccadives",9.7338,72.7332
30.41,28,1011.8,0.0,0.0,0.0,0,0,0,332.86,21.39,223.64,25.48,222.71,22.96,221.19,37.8,88.775486,76.740588,281.80114,0.42857143,"Miran, Vardak",34.1158,68.2726
14.38,92,1017.6,0.0,0.0,0.0,0,0,0,0.0,6.41,321.84,15.7,323.39,8.16,318.58,13.68,103.98068,88.237882,68.126376,51.456436,"Amli, Dadra and Nagar Haveli",20.1903,73.0567
15.01,90,1017.4,0.0,0.0,0.0,0,0,0,25.81,5.15,335.22,12.88,333.43,5.32,331.7,8.64,89.891843,77.685352,77.569627,418.6265,"Kultali, West Bengal",20.409,89.2304
17.98,74,1017.4,0.0,0.0,0.0,0,0,0,182.45,6.84,360.0,7.21,357.14,7.2,360.0,4.32,75.709702,66.484154,86.924183,1122.1889,"Kamalapuram, Andhra Pradesh",14.7163,78.7617
20.53,62,1017.2,0.0,0.0,0.0,0,0,0,364.9,6.03,17.35,5.82,21.8,5.69,18.43,5.04,61.721611,55.163094,97.005288,1741.4426,"Bhandara, Maharashtra",21.1166,79.6789
23.42,49,1016.8,0.0,0.0,0.0,0,0,0,539.34,6.7,36.25,6.64,40.6,6.41,38.16,5.4,48.173827,44.123989,109.08378,2171.7997,"Myeik, Tanintharyi",11.2517,96.5325
25.77,41,1015.7,0.0,0.0,0.0,0,0,0,687.08,7.13,45.0,7.2,53.13,6.92,51.34,8.28,35.629597,34.047587,125.46476,2429.7108,"Kasaragod, Kerala",12.3669,74.912
27.5,36,1014.6,0.0,0.0,0.0,0,0,0,801.0,2.6,56.31,2.55,81.87,2.28,71.57,7.56,25.67341,26.393978,149.90603,2514.0139,"Buxar, Bihar",25.4937,84.0259
28.74,29,1015.5,0.0,0.0,0.0,0,0,0,875.76,0.36,180.0,1.8,180.0,1.44,180.0,9.0,22.034048,23.75177,183.32412,2426.4308,"Shegaon, Maharashtra",20.8011,76.8063
29.88,26,1014.8,0.0,0.0,0.0,0,0,0,895.34,0.72,270.0,1.14,198.43,1.14,198.43,10.08,27.194178,27.564683,215.46907,2238.3523,"Twante, Yangon",16.7916,95.8875
30.59,24,1014.1,0.0,0.0,0.0,0,0,0,863.3,1.94,291.8,1.44,270.0,1.44,270.0,11.16,37.84703,35.858824,238.06325,1857.439,"Konarka, Odisha",15.8666,89.1054
30.9,24,1013.3,0.0,0.0,0.0,0,0,0,783.2,3.71,299.05,2.9,277.13,2.9,277.13,12.96,50.654784,46.205952,253.36329,1217.6811,"Namche Bazar, Eastern Region",27.8309,86.5274
30.86,25,1012.9,0.0,0.0,0.0,0,0,0,663.05,5.69,304.7,4.68,292.62,4.21,289.98,13.68,64.316801,57.348211,264.91732,250.13028,"Jaitaran, Rajasthan",26.155,73.878
30.44,26,1012.9,0.0,0.0,0.0,0,0,0,509.08,6.49,303.69,5.0,300.26,4.69,302.47,12.96,78.361279,68.687612,274.77293,49.488611,"Dhrol, Gujarat",22.4337,70.4103
29.66,28,1012.6,0.0,0.0,2.0,0,0,2,339.98,6.64,310.6,5.09,315.0,5.09,315.0,11.88,88.772821,76.92207,281.60313,0.38452381,"Jalpaiguri, West Bengal",26.5784,88.617
16.44,40,1015.1,0.0,0.0,10.8,36,0,0,0.0,10.93,197.24,18.5,232.91,13.1,195.95,15.48,103.95737,88.401094,68.338322,83.949167,"Garmo, Tibet Autonomous Region",31.4034,94.984
16.35,47,1015.1,0.0,0.0,9.9,33,0,0,29.37,12.4,205.82,19.88,222.06,13.68,206.57,17.28,89.847459,77.835638,77.796161,392.18089,"Sawai Madhopur, Rajasthan",25.9687,76.1588
20.52,42,1014.6,0.0,0.0,8.1,27,0,0,194.91,11.92,205.02,16.7,217.12,11.75,207.35,17.64,75.64427,66.629171,87.170315,1123.1703,"Pyin Oo Lwin, Mandalay",22.378,96.2509
24.84,35,1014.1,0.0,0.0,6.9,23,0,0,376.47,17.07,207.65,19.16,205.6,16.92,203.84,23.76,61.630836,55.310264,97.279052,1700.4577,"Tumkur, Karnataka",13.3642,77.1624
26.55,27,1014.3,0.0,0.0,5.7,19,0,0,546.46,21.58,207.85,24.65,208.81,22.87,208.18,26.28,48.049683,44.284441,109.39339,2271.7903,"Alizai, Federally Administered Tribal Areas",33.5495,70.3754
27.99,24,1013.5,0.0,0.0,5.4,18,0,0,687.97,23.09,210.96,24.88,211.39,22.78,211.43,29.88,35.457581,34.237552,125.80274,2337.6061,"Fatehpur, Rajasthan",27.9528,74.7938
29.39,20,1013.2,0.0,0.0,5.1,17,0,0,795.66,20.7,220.06,22.45,221.1,20.7,220.06,30.6,25.437931,26.629689,150.18607,2409.8939,"Habiganj, Sylhet",24.2167,91.3404
